SAMPLE_NUMBER,Assay Date,Compartment Temp,Reagent-A ID,Reagent-A ID Exp Date,Reagent-B Exp Date,Reagent-B ID,Material-A ID,Reagent-C Lot,Reagent-D Lot,Reagent-E Lot,Reagent-F Concentration,Reagent-F Expiration,Reagent-F Lot,SOP Version,Agg%,INSTRUMENT,Main%,Lab_Site,Chemist
959123,06/19/2014,5,58-061,09/03/2014,,,T04182-19S,,33-084,13-028-0104,,,,12,6.636,nan,88.3735,LIN,ChemistH
960098,06/23/2014,5.2,13-024-0157,09/17/2014,,,W04128-16T,C200,13-024-0145,13-028-0104,1.0,01/31/2015,0R1860,12.0,6.0729796188,034,89.81460746200001,Stat,ChemistE
960722,06/24/2014,5,58-061,09/03/2014,,,T04182-19S,,33-084,13-028-0104,,,,12,6.308,nan,89.14299999999999,LIN,ChemistH
964016,06/27/2014,5.2,13-024-0157,09/17/2014,,,W04128-16T,C200,13-024-0145,13-028-0104,1.0,01/31/2015,0R1860,12.0,6.0889469558,034,89.59969349299999,Stat,ChemistG
975258,07/16/2014,5.2,13-025-0195,10/01/2014,,,W04128-16T,C200,13-026-0138,13-028-0104,1.0,01/31/2015,0R1860,12.0,6.1667040322,026,89.601281448,Stat,ChemistG
983095,08/01/2014,4.9,13-024-0157,09/17/2014,,,W04128-16T,C200,13-026-0136,13-028-0104,1.0,01/31/2015,0R1860,12.0,5.9755371043,037,89.679533923,Stat,ChemistG
989161,08/13/2014,5.4,13-024-0157,09/17/2014,,,W04128-16T,,14-019-0033,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0975441213,028,94.20006419299999,Stat,ChemistG
997433,08/27/2014,5,80-085,11/18/2014,,,T04182-19S,,49-085,13-028-0104,1.0,07/01/2015,3-039-0106,13,2.3265,263,93.329,LIN,ChemistH
997577,08/27/2014,4.9,14-015-0042,11/27/2014,,,W04128-16T,,14-019-0033,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0685562473,028,94.24773541299999,Stat,ChemistG
998216,08/29/2014,5.2,14-015-0042,11/27/2014,,,W04128-16T,,14-019-0033,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0535144968,028,94.251252466,Stat,ChemistG
1005801,09/10/2014,4.9,14-019-0056,12/10/2014,,,W04128-16T,,14-015-0022,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1554426511,026,94.10618819700001,Stat,ChemistE
1013933,09/24/2014,4.9,14-019-0056,12/10/2014,,,W05548-19T,,14-019-0033,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1499150205,026,94.179003138,Stat,ChemistG
1020029,10/06/2014,4.9,14-015-0042,11/27/2014,,,W05548-19T,,14-015-0090,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1224738169,026,94.244038262,Stat,ChemistG
1027583,10/17/2014,5,29-019,01/16/2015,,,T02066-29P,,59-075,13-028-0104,1,07/01/2015,3-039-0106,13,2.2880000000000003,263,93.6385,LIN,ChemistH
1028711,10/21/2014,5.2,14-018-0151,01/20/2015,,,W05548-19T,,14-015-0090,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,,026,93.85890390600001,Stat,ChemistB
1032927,10/28/2014,4.9,14-018-0151,01/20/2015,,,W05548-19T,,14-015-0090,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0979959917,034,94.263362773,Stat,ChemistB
1044294,11/13/2014,4.9,14-017-0079,02/13/2015,,,W05548-19T,,14-017-0056,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1141196288,037,94.17981951600001,Stat,ChemistB
1049406,11/21/2014,5,78-030,02/20/2015,,,WO4314 16T,,29-074,13-028-0104,1.0,07/01/2015,3-039-0106,13,,362,,LIN,ChemistJ
1053562,11/25/2014,5,29-087,02/25/2015,,,Y01203 06W,,29-074,13-028-0104,1,07/01/2015,3-039-0106,13,2.2575,361,93.619,LIN,ChemistJ
1057275,12/03/2014,4.9,14-018-0185,03/03/2015,,,W05548-19T,,14-015-0133,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0800753135,038,94.25583294799999,Stat,ChemistB
1059441,12/09/2014,5.0,14-018-0185,03/03/2015,,,W05548-19T,,14-015-0133,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,1.9876984503,039,94.335062676,Stat,ChemistG
1067003,12/18/2014,,14-017-0091,03/16/2015,,,W04128-16T,,14-015-0133,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,1.9918417485,039,94.37717431700001,Stat,ChemistB
1078596,01/09/2015,4.9,14-017-0103,04/09/2015,,,W04128-16T,,14-015-0131,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1206226063,034,94.21357373200001,Stat,ChemistB
1079638,01/15/2015,5,29-087,02/25/2015,,,T02066,,56-068,13-028-0104,1.0,07/01/2015,3-039-0106,13,2.324,362,93.898,LIN,ChemistJ
1096065,02/05/2015,5.0,14-016-0142,05/04/2015,,,W04128-16T,,14-015-0189,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,1.9681317931,043,94.440777501,Stat,ChemistL
1096836,02/09/2015,5.0,14-016-0142,05/04/2015,,,W04128-16T,,14-015-0189,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,1.9743583438999999,043,94.442207865,Stat,ChemistB
1096873,02/10/2015,5,29-087,02/25/2015,,,T02066-29P,,44-079,13-028-0104,1,07/01/2015,3-039-0106,13,2.2835,184,93.56200000000001,LIN,ChemistH
1110357,03/03/2015,5.2,14-019-0155,06/03/2015,,,W04128-16T,,14-015-0190,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0103704201,041,94.279054951,Stat,ChemistB
1112343,03/04/2015,5,36-020,06/02/2015,,,T02066-29P,,56-084,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.2555,184,93.2065,LIN,ChemistH
1116673,03/12/2015,5,36-020,06/02/2015,,,T04041-19S,,56-084,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.042,184,94.4385,LIN,ChemistH
1116827,03/12/2015,5.0,14-017-0103,04/09/2015,,,W04128-16T,,15-002-0023,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,,043,94.588097121,Stat,ChemistL
1117760,03/17/2015,4.9,15-003-0025,06/16/2015,,,Y06362-13T,,15-002-0023,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.0175348897,039,94.57458452899999,Stat,ChemistL
1131389,04/08/2015,4.9,14-019-0155,06/03/2015,,,Y06362-13T,,14-016-0187,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1917649786,034,94.19256507600001,Stat,ChemistE
1137158,04/20/2015,4.9,15-003-0025,06/16/2015,,,Y06362-13T,,14-016-0196,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1893790816,038,94.04540611799999,Stat,ChemistE
1138447,,,,,,,,,,,,,,,,nan,,NONE,
1154674,05/12/2015,5.0,15-003-0025,06/16/2015,,,Y06362-13T,,15-003-0043,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.1272140258000003,041,94.20803103700001,Stat,ChemistL
1163360,05/22/2015,5,36-020,06/02/2015,,,W07200-07S,,-033,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.43,184,93.2145,LIN,ChemistK
1170808,06/01/2015,5.0,15-003-0111,09/01/2015,,,Y06362-13T,,15-002-0105,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.2085486213,042,93.875247736,Stat,ChemistG
1171069,05/22/2015,5,36-020,06/02/2015,,,W03787-T15,,-033,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.3040000000000003,183,93.8485,LIN,ChemistK
1177961,06/15/2015,5,-013,07/20/2015,,,T04041-19S,,-028,13-028-0104,1.0,07/01/2015,3-039-0106,13.0,2.031,184,94.303,LIN,ChemistK
1194060,07/01/2015,5.2,15-003-0111,09/01/2015,,,Y06362-13T,,15-002-0121,13-028-0104,1.0,Expired: 07/01/2015,3-039-0106,13.0,2.1639039787,028,94.04242125299999,Stat,ChemistL
1199344,07/09/2015,4.9,15-003-0111,09/01/2015,,,Y06362-13T,,15-002-0120,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.3461329793,034,93.724273794,Stat,ChemistB
1205350,07/17/2015,5,0-003,10/17/2015,,,Y04682-13W,,-028,13-028-0104,1,07/01/2017,3-039-0106,13.0,2.1285,184,94.226,LIN,ChemistH
1206256,07/20/2015,5,0-003,10/17/2015,,,Y04682-13W,,0-005,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.062,184,93.9565,LIN,ChemistH
1210573,07/23/2015,4.9,15-002-0179,10/23/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1572000536,038,94.14603718299999,Stat,ChemistL
1210577,07/23/2015,4.9,15-002-0179,10/23/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,038,,Stat,ChemistL
1211070,07/24/2015,5.0,08-005-0575,10/22/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1229981584,043,93.981431351,Stat,ChemistL
1212497,07/27/2015,5.0,08-005-0575,10/22/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2583640494,041,93.76072192299999,Stat,ChemistL
1212844,07/28/2015,5.0,15-003-0168,10/27/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.0503784939,041,94.08812149,Stat,ChemistL
1214991,07/29/2015,5.0,15-003-0168,10/27/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.0027320182,041,94.138705809,Stat,ChemistL
1215479,07/30/2015,4.9,15-002-0179,10/23/2015,,,A02670-10Y,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2228985176,038,93.78972545200001,Stat,ChemistL
1215594,07/30/2015,5.0,15-003-0168,10/27/2015,,,Y06362-13T,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,041,,Stat,ChemistG
1216606,04/03/2015,4.9,08-005-0575,10/22/2015,,,A02670-10Y,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.6981882061,041,93.31213518700001,Stat,ChemistG
1217788,08/04/2015,5.0,08-005-0575,10/22/2015,,,A02670-10Y,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2058289416999997,041,93.957310525,Stat,ChemistG
1220037,08/05/2015,4.9,UED-LBK-1014-0046,11/04/2015,,,A02670-10Y,,UED-LBK-1014-0047,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2295742155,038,93.94893020100001,Stat,ChemistG
1220502,08/06/2015,5.0,UED-LBK-1014-0046,11/04/2015,,,Y06366-13T,,UED-LBK-1014-0047,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1462028229,041,94.36979621399999,Stat,ChemistG
1221477,08/11/2015,5,0-003,10/17/2015,,,Y046682-13W,,0-005,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,184,,LIN,ChemistK
1221641,08/17/2015,4.9,15-003-0196,11/14/2015,,,A02670-10Y,,UED-LBK-1014-0052,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1184528153,038,93.993189451,Stat,ChemistL
1224928,08/13/2015,5,0-026,11/13/2015,,,Y046682-13W,,-049,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2715,184,93.6765,LIN,ChemistK
1226230,08/17/2015,5.0,15-003-0197,11/14/2015,,,Y06366-13T,,UED-LBK-1014-0053,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.0704370641,041,94.25179483,Stat,ChemistG
1226691,08/18/2015,5.0,15-003-0197,11/14/2015,,,Y02826-08S,,UED-LBK-1014-0052,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.3165120675999997,042,94.147432417,Stat,ChemistG
1226693,08/18/2015,4.9,15-003-0196,11/14/2015,,,A02670-10Y,,UED-LBK-1014-0052,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,1.9899392692,038,94.25445448100001,Stat,ChemistL
1226790,08/18/2015,5.1,15-003-0197,11/14/2015,,,Y06366-13T,,UED-LBK-1014-0047,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2484778006,039,93.82642078299999,Stat,ChemistG
1229725,08/19/2015,5.0,UED-LBK-1014-0063,11/18/2015,,,A02670-10Y,,UED-LBK-1014-0047,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,039,,Stat,ChemistG
1229741,08/19/2015,4.9,UED-LBK-1014-0064,11/18/2015,,,Y06366-13T,,UED-LBK-1014-0052,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,1.8883808044,038,93.958505622,Stat,ChemistL
1229805,08/19/2015,5.0,15-003-0196,11/14/2015,,,Y02826-08S,,UED-LBK-1014-0047,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1943570072,043,94.32358077299999,Stat,ChemistG
1231879,08/24/2015,5.0,UED-LBK-1014-0063,11/18/2015,,,A02670-10Y,,15-002-0149,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2372892662,039,93.892173074,Stat,ChemistG
1232310,08/24/2015,4.9,UED-LBK-1014-0064,11/18/2015,,,Y02826-08S,,UED-LBK-1014-0052,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.0850676272,038,94.356320726,Stat,ChemistL
1245219,09/10/2015,5.2,UED-LBK-1014-0063,11/18/2015,,,Y02826-08S,,UED-LBK-1012-0061,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2688590171,029,94.05630078,Stat,ChemistG
1260346,10/01/2015,,UED-LBK-1014-0063,11/18/2015,,,Y02826-08S,,UED-LBK-1014-0047,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.3259419933000003,030,93.81159993799999,Stat,ChemistB
1264648,10/09/2015,5,0-026,11/13/2015,,,Y04682-13W,,0-005,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.262,184,93.319,LIN,ChemistK
1267309,10/13/2015,5,UED-LBK-1012-0089,01/05/2016,,,Y02826-08S,,UED-LBK-896-0086,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,041,,Stat,ChemistG
1267311,10/13/2015,5,UED-LBK-1012-0090,01/05/2016,,,Y06362-13T,,UED-LBK-896-0086,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,043,,Stat,ChemistG
1270088,10/14/2015,5,UED-LBK-1012-0089,01/05/2016,,,Y02826-08S,,UED-LBK-896-0086,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1959767647,041,93.714015485,Stat,ChemistG
1270091,10/14/2015,5,UED-LBK-1014-0063,11/18/2015,,,A02670-10Y,,UED-LBK-896-0086,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,042,,Stat,ChemistG
1270093,10/14/2015,5,UED-LBK-1012-0090,01/05/2016,,,Y06362-13T,,UED-LBK-896-0086,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1803206791,043,93.767892245,Stat,ChemistG
1271379,10/16/2015,5,UED-LBK-1014-0063,11/18/2015,,,A02670-10Y,,UED-LBK-896-0086,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1107856469999997,042,93.854056284,Stat,ChemistG
1274587,10/22/2015,5,0-026,11/13/2015,,,Y04682-13W,,5-005,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,184,,LIN,ChemistK
1276192,10/26/2015,5,UED-LBK-1012-0089,01/05/2016,,,Y02826-08S,,UED-LBK-2342-0039,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1256610647,041,93.437527732,Stat,ChemistO
1277155,10/27/2015,4.9,UED-LBK-1014-0063,11/18/2015,,,A02670-10Y,,UED-LBK-896-0088,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.072702801,028,93.83103053,Stat,ChemistL
1279786,11/10/2015,5,3-019,02/04/2016,,,Y04797-13W,,3-015,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1775,362,93.807,LIN,ChemistK
1285740,11/10/2015,5,3-019,02/04/2016,,,Y04797-13W,,3-015,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.218,362,93.8365,LIN,ChemistK
1293067,11/18/2015,4.9,UED-LBK-1014-0156,02/17/2016,,,A02670-10Y,,UED-LBK-896-0110,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2637027998,039,93.61291109700001,Stat,ChemistB
1294346,11/20/2015,5.2,UED-LBK-1014-0156,02/17/2016,,,A02670-10Y,,UED-LBK-896-110,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2746484863,039,93.554734975,Stat,ChemistB
1298722,12/02/2015,5,3-019,02/04/2016,,,YY04797-W13-C,,3-015,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.3635,361,93.19200000000001,LIN,ChemistK
1309923,12/14/2015,4.9,UED-LBK-1014-0156,02/17/2016,,,A02670-10Y,,UED-LBK-2342-0071,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1756104698,029,93.79300313700001,Stat,ChemistG
1323337,01/05/2016,5,3-019,02/04/2016,,,Y04797-W13-C,,5-065,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1430000000000002,184,94.104,LIN,ChemistK
1323588,01/06/2016,5,UED-LBK-1012-0166,04/04/2016,,,A02670-10Y,,UED-LBK-896-0155,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1252617922,041,93.887907506,Stat,ChemistL
1323630,01/06/2016,5,UED-LBK-1012-0166,04/04/2016,,,A02670-10Y,,UED-LBK-896-0155,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,041,,Stat,ChemistL
1331141,01/15/2016,5,UED-LBK-1012-0166,04/04/2016,,,A02670-10Y,,UED-LBK-896-0180,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2612810639,041,93.63289624299999,Stat,ChemistG
1332022,01/19/2016,5,3-019,02/04/2016,,,Y04797 13W,,9-024,13-028-0104,1.0,07/01/2017,3-039-0106,13,2.0655,437,94.1965,LIN,ChemistM
1339983,01/27/2016,5,UED-LBK-1012-0166,04/04/2016,,,A02670-10Y,,UED-LBK-1012-0141,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1161557921000003,041,93.770492655,Stat,ChemistE
1350445,02/04/2016,5,UED-LBK-1012-0170,04/06/2016,,,A02670-10Y,,UED-LBK-896-0180,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.129470054,042,93.679286992,Stat,ChemistG
1351732,02/08/2016,5,UED-LBK-1012-0170,04/06/2016,,,W02769-14T,,UED-LBK-896-0180,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,042,,Stat,ChemistG
1351733,02/08/2016,5,UED-LBK-1012-0170,04/06/2016,,,W02769-14T,,UED-LBK-896-0180,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,042,,Stat,ChemistG
1355666,02/16/2016,5,UED-LBK-1012-0170,04/06/2016,,,W02769-14T,,UED-LBK-896-0180,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1474987649,042,94.197812169,Stat,ChemistG
1363047,02/25/2016,5,3-076,05/23/2016,,,Y04797-13W,,5-065,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2575,184,93.5975,LIN,ChemistH
1368824,03/04/2016,5,UED-LBK-2342-0141,06/04/2016,,,W02769-14T,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1312484295,042,94.04832924200001,Stat,ChemistE
1369252,03/07/2016,5,UED-LBK-2342-0141,06/04/2016,,,W02769-14T,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.0868573457,042,94.11151680200001,Stat,ChemistE
1369714,03/08/2016,5,UED-LBK-2342-0141,06/04/2016,,,A02670-10Y,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,042,,Stat,ChemistE
1372001,03/09/2016,5,UED-LBK-2342-0141,06/04/2016,,,A02670-10Y,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1290746818,042,93.64765054200001,Stat,ChemistE
1374345,03/15/2016,5,3-076,05/23/2016,,,Y04797 13W,,5-065,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.2065,184,93.9555,LIN,ChemistK
1381553,03/24/2016,5,UED-LBK-4337-0026,06/15/2016,,,W02769-14T,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1498984211,042,94.046202695,Stat,ChemistG
1382351,03/28/2016,5,UED-LBK-1012-0170,04/06/2016,,,A03826-02A,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,042,,Stat,ChemistG
1385506,03/30/2016,4.9,UED-LBK-4338-0040,04/30/2016,,,W02769-14T,,UED-LBK-4338-0032,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1849511177000003,029,93.76350551700001,Stat,ChemistE
1385887,03/31/2016,5,UED-LBK-2343-0173,06/30/2016,,,A06791-11A,,UED-LBK-2342-0130,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,,042,,Stat,ChemistG
1387081,04/06/2016,5,3-076,05/23/2016,,,Y04797- 13W,,3-097,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1255,184,93.6975,LIN,ChemistH
1390206,04/08/2016,5,3-076,05/23/2016,,,Y04797-13W,,3-097,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.094,184,93.8935,LIN,ChemistH
1393920,04/13/2016,4.9,UED-LBK-2343-0173,06/30/2016,,,A06791-11A,,UED-LBK-4338-0050,13-028-0104,1.0,07/01/2017,3-039-0106,13.0,2.1957079358000002,029,94.001711895,Stat,ChemistE
1394132,04/14/2016,5,3-076,05/23/2016,,,04797-13W,,3-097,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,1.9765,184,93.95200000000001,LIN,ChemistH
1397861,04/20/2016,5,UED-LBK-4338-0040,06/30/2016,,,A06791-11A,,UED-LBK-4337-0050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.2228140827000002,042,93.644747559,Stat,ChemistG
1397990,04/21/2016,5,3-076,05/23/2016,,,Y13097 13W,,3-097,13-028-0104,1.0,07/01/2017,3-039-0106,14,1.8719999999999999,184,94.0045,LIN,ChemistM
1407619,05/10/2016,4.9,UED-LBK-2342-0173,08/10/2016,,,A06791-11A,,UED-LBK-4337-0050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1045149566,037,94.071066005,Stat,ChemistL
1410278,05/11/2016,4.9,UED-LBK-2342-0173,08/10/2016,,,A06791-11A,,UED-LBK-4337-0050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1079698175,037,93.93777932799999,Stat,ChemistL
1410406,05/12/2016,5,1-040,08/04/2016,,,Y04813-13W,,1-042,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1675,184,93.8105,LIN,ChemistH
1413937,05/18/2016,5,UED-LBK-4339-0053,06/30/2016,,,A06791-11A,,UED-LBK-4337-0050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1248531256,042,93.819768735,Stat,ChemistE
1418411,05/25/2016,4.9,UED-LBK-4339-0053,06/30/2016,,,A06791-11A,,UED-LBK-4337-0050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1456793924,029,93.78585869,Stat,ChemistE
1423068,06/03/2016,5,1-040,08/04/2016,,,Y04813-W13,,1-55,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.4715,184,93.20299999999999,LIN,ChemistH
1432281,06/20/2016,5,UED-LBK-4339-0073,09/14/2016,,,A06791-11A,,UED-LBK-4337-0050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,042,,Stat,ChemistQ
1432863,06/21/2016,5,UED-LBK-4339-0073,09/14/2016,,,A06791-11A,,UED-LBK-4337-0082,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.033,040,94.027,Stat,ChemistQ
1435418,06/22/2016,5,UED-LBK-4337-0100,09/22/2016,,,A06791-11A,,UED-LBK-4337-0082,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0473435579,040,94.018327339,Stat,ChemistQ
1436611,06/28/2016,5,UED-LBK-4337-0100,09/21/2016,,,W02769-14T,,UED-LBK-4337-0082,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0948602256999997,040,93.64195057799999,Stat,ChemistE
1440218,07/05/2016,5,8-044,09/30/2016,,,Y04813 13W,,9-094,13-028-0104,1.0,07/01/2017,3-039-0106,14,2.162,184,93.559,LIN,ChemistM
1442691,07/06/2016,5,8-044,09/30/2016,,,Y04813 13W,,9-094,13-028-0104,1.0,07/01/2017,3-039-0106,14,2.166,184,93.4995,LIN,ChemistM
1444914,07/12/2016,5,UED-LBK-4338-0134,09/14/2016,,,A06791-11A,,ued-lbk-4337-0082,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0146446322,040,94.04292031600001,Stat,ChemistE
1447201,07/14/2016,5,8-044,09/30/2016,,,A04771 10A,,8-050,13-028-0104,1.0,07/01/2017,3-039-0106,14,2.0285,184,94.0245,LIN,ChemistM
1451265,07/20/2016,5,UED-LBK-5643-0009,10/20/2016,,,W02769-14T,,UED-LBK-4337-0082,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0994292197999997,040,93.722922595,Stat,ChemistE
1457158,08/01/2016,4.9,UED-LBK-5643-0009,10/20/2016,,,W02769-14T,,UED-LBK-4338-0143,13-028-0104,1.0,07/01/2017,3-039-0106,1.0,2.1068206897999997,029,93.976558085,Stat,ChemistE
1469996,08/24/2016,5,8-044,09/30/2016,,,A04771 10A,,8-050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.4935,184,92.81700000000001,LIN,ChemistH
1472929,08/24/2016,5,UED-LBK-5643-0048,09/14/2016,,,A06791-11A,,UED-LBK-4338-0158,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,040,,Stat,ChemistB
1474215,08/29/2016,5,8-093,11/26/2016,,,A04782-10A,,8-050,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.2305,184,93.4125,LIN,ChemistH
1474995,08/30/2016,5,UED-LBK-4337-0154,11/30/2016,,,W02769-14T,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,041,,Stat,ChemistB
1477886,09/01/2016,5,UED-LBK-4337-0154,11/30/2016,,,B01986-16A,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1477358254,041,93.602917724,Stat,ChemistE
1477897,09/01/2016,5,UED-LBK-4337-0154,11/30/2016,,,B01986-16A,,UED-LBK-5642-0035, Batch Note,1.0,07/01/2017,3-039-0106,14.0,2.0188338079,041,94.73514794399999,Stat,ChemistE
1483438,09/13/2016,5,UED-LBK-4337-0168,12/09/2016,,,B01986-16A,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,1.8955419574,041,94.617682435,Stat,ChemistE
1484307,09/14/2016,5,3-029,12/09/2016,,,A04782-10A,,2-009,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.065,184,94.34100000000001,LIN,ChemistH
1485740,09/14/2016,5,UED-LBK-4337-0168,12/09/2016,,,B01986-16A,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,1.9018167047,041,94.508893574,Stat,ChemistE
1491936,09/26/2016,5,UED-LBK-4337-0186,12/26/2016,,,B01322-16A,,UED-LBK-4338-0158,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,1.9496371548,040,94.75122764700001,Stat,ChemistE
