SAMPLE_NUMBER,Assay Date,Compartment Temp,Reagent-A ID,Reagent-A ID Exp Date,Reagent-B Exp Date,Reagent-B ID,Material-A ID,Reagent-C Lot,Reagent-D Lot,Reagent-E Lot,Reagent-F Concentration,Reagent-F Expiration,Reagent-F Lot,SOP Version,Agg%,INSTRUMENT,Main%,Lab_Site,Chemist
1494734,09/28/2016,5,UED-LBK-4337-0186,12/26/2016,,,B01322-16A,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0956877882,041,94.288772668,Stat,ChemistE
1505912,10/17/2016,5,UED-LBK-6511-0007,01/14/2017,,,70R2-00145B,,UED-LBK-4337-0167,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.5383053472999997,043,93.638320882,Stat,ChemistE
1506173,10/18/2016,5,UED-LBK-6511-0007,01/14/2017,,,702R00145B,,UED-LBK-4337-0167,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.1721456884,043,94.22794313799999,Stat,ChemistE
1506182,10/18/2016,5,UED-LBK-6511-0008,01/14/2017,,,B01986-16A,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0431328643,041,94.190111989,Stat,ChemistE
1513372,10/27/2016,5,3-041,12/16/2016,,,Y04684-10a,,7-031,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.345,183,95.93,LIN,ChemistN
1514106,10/28/2016,5,3-041,12/16/2016,,,Y04684-13W,,7-030,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,1.9765,183,93.70299999999999,LIN,ChemistN
1514269,10/28/2016,5,UED-LBK-6512-0003,01/27/2017,,,702R00145B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.2307786062,041,93.880279989,Stat,ChemistB
1514786,10/31/2016,5,UED-LBK-4339-0183,01/31/2017,,,B01986-16A,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,1.9712532922,043,94.128614195,Stat,ChemistL
1517165,11/02/2016,5,3-090,01/14/2017,,,Y04684-13W,,7-044,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,183,,LIN,ChemistN
1517220,11/02/2016,5,UED-LBK-4339-0183,01/31/2017,,,02B-00255B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.5035061612000002,043,93.950107852,Stat,ChemistB
1517748,11/03/2016,5,UED-LBK-5643-0104,01/14/2017,,,02B-00255B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,041,,Stat,ChemistB
1517911,11/04/2016,5,3-047,12/22/2016,,,B05280-10B,,7-044,13-028-0104,1,07/01/2017,3-039-0106,14.0,,184,,LIN,ChemistN
1517961,11/04/2016,5,UED-LBK-5643-0104,01/14/2017,,,02B-00255B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.3914231465999998,041,93.77775063600001,Stat,ChemistB
1517966,11/04/2016,5,UED-LBK-4339-0183,01/31/2017,,,B01322-16A,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,043,,Stat,ChemistE
1518559,11/07/2016,5,UED-LBK-6512-0003,01/27/2017,,,02B-00255B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,041,,Stat,ChemistE
1518608,11/07/2016,5,UED-LBK-4339-0189,02/07/2017,,,B01322-16A,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0914115788,043,94.13915212,Stat,ChemistE
1518695,11/08/2016,5,3-047,12/22/2016,,,B05280-01B,,7-044,,1.0,07/01/2017,3-039-0106,14.0,,184,,LIN,ChemistN
1518707,11/07/2016,5,3-047,12/22/2016,,,B05280-01B,,7-044,,1.0,07/01/2017,3-039-0106,14.0,,184,,LIN,ChemistN
1521062,11/09/2016,5,3-047,12/22/2016,,,B05280-01B,,7-044,,1,07/01/2017,3-039-0106,14.0,,184,,LIN,ChemistN
1521933,11/11/2016,5,3-041,12/16/2016,,,Y04684-13W,,7-044,,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1522077,11/11/2016,5,UED-LBK-6512-0003,01/27/2017,,,02B00259B,,UED-LBK-4337-0194,13-028-0104,1.0,07/01/2017,3-039-0106,24.0,1.965872879,040,94.871497159,Stat,ChemistE
1522244,11/14/2016,5,3-041,12/16/2016,,,Y04684-13W,,7-044,13-028-0104,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1522361,11/14/2016,5,UED-LBK-6512-0003,01/14/2017,,,02B00259B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0317133472,041,94.410625231,Stat,ChemistE
1524636,11/16/2016,5,,,,,,,,,,,,15.0,,184,,LIN,ChemistN
1524637,11/16/2016,5,,,,,,,,,,,,15.0,,184,,LIN,ChemistN
1524709,11/16/2016,5,3-091,01/14/2017,,,B03452-19A,,7-064,13-028-0104,1,07/01/2017,3-039-0106,15.0,2.1375,183,93.9775,LIN,ChemistH
1524976,11/17/2016,5,3-047,12/22/2016,,,B05268-01B,,7-044,,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1525176,11/17/2016,5,UED-LBK-4339-0189,02/07/2017,,,B01322-16A,,UED-LK-5643-0100,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.2518578717,041,93.70916153600001,Stat,ChemistE
1525427,11/18/2016,5,UED-LBK-6511-0041,02/17/2017,,,702R00145b,,ued-lbk-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,043,,Stat,ChemistE
1525657,11/21/2016,5,3-099,02/10/2017,,,B05298-01B,,7-044,,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1525861,11/21/2016,5,UED-LBK-6511-0041,02/17/2017,,,702R00145B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0671389271000002,043,94.02696496899999,Stat,ChemistE
1526125,11/22/2016,5,UED-LBK-6512-0019,02/21/2017,,,02B00259B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.3255026612000003,043,93.852394735,Stat,ChemistB
1526363,11/23/2016,5,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1526438,11/23/2016,5,3-090,01/14/2017,,,B02730-18A,,3-065,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.3185,437,93.3735,LIN,ChemistH
1528899,11/24/2016,5,3-090,01/14/2017,,,B02730-18A,,7-064,13-028-0104,1,07/01/2017,3-039-0106,15.0,2.146,183,93.666,LIN,ChemistN
1528919,11/24/2016,5,,,,,,,,13-028-0104,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1529216,11/28/2016,5,3-099,02/10/2017,,,B03222-01P,,7-064,13-028-0104,1,07/01/2017,3-039-0106,15.0,2.044,183,93.794,LIN,ChemistN
1531703,12/01/2016,5,0-038,02/25/2017,,,B03452-19A,,7-064,13-028-0104,1,07/01/2017,3-039-0106,15.0,2.4405,437,93.4965,LIN,ChemistN
1531752,12/01/2016,5,3-099,02/10/2017,,,,,7-044,13-028-0104,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1532081,12/02/2016,5,0-039,02/25/2017,,,,,7-044,,1,07/01/2017,3-039-0106,5.0,,184,,LIN,ChemistN
1532405,12/02/2016,5,UED-LBK-6512-0033,01/14/2017,,,702R00145B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.153138682,043,94.077926608,Stat,ChemistE
1532545,12/05/2016,5,4-007,03/02/2017,,,B02730/18A,,4-011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1006683818000003,437,93.712094057,LIN,ChemistR
1538941,12/14/2016,5,4-005,03/02/2017,,,B03452/19A,,7-064,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.3519316737000002,183,93.606679822,LIN,ChemistR
1540184,12/19/2016,5,0-039,02/25/2017,,,B03452-19A,,3-007,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0935,183,94.037,LIN,ChemistN
1548476,01/05/2017,5,UED-LBK-6511-0078,04/04/2017,,,02B00259B,,UED-LBK-5642-0126,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0840469986000003,043,94.039640225,Stat,ChemistL
1548539,01/06/2017,5,0-039,02/25/2017,,,B03222-01P,,3-007,13-028-0104,1,07/01/2017,3-039-0106,15.0,2.1615,183,93.581,LIN,ChemistN
1550852,01/11/2017,5,0-039,02/25/2017,,,B03222-01P,,3-057,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.103,183,93.8155,LIN,ChemistN
1557482,01/26/2017,5,UED-LBK-5642-0157,04/26/2017,,,702R00145B,,UED-LBK-5643-0100,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0367608541999997,041,94.197790411,Stat,ChemistE
1564127,02/07/2017,5,UED-LBK-6511-0078,04/04/2017,,,02B00259B,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1286128789,043,93.908471785,Stat,ChemistE
1572010,02/16/2017,5,UED-LBK-6511-0078,04/04/2017,,,02B00259B,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.2705207257,043,93.76597709100001,Stat,ChemistB
1574719,02/22/2017,5,0-039,02/25/2017,,,,,7-012,13-039-0106,1.0,07/01/2017,3-039-0106,15.0,2.266,183,93.421,LIN,ChemistN
1576380,11/28/2016,5,3-099,02/10/2017,,,B05298-01B,,7-044,,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1576407,12/01/2016,5,3-099,02/10/2017,,,B05298-01B,,7-044,,1,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1578600,12/02/2016,5,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184,,LIN,ChemistN
1581647,03/07/2017,5,UED-LBK-5642-0157,04/26/2017,,,702R00145B,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1363629214,040,93.99952537799999,Stat,ChemistE
1583872,03/08/2017,5,UED-LBK-5642-0157,04/26/2017,,,10476447,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,040,,Stat,ChemistE
1584182,03/09/2017,5,6-069,06/08/2017,,,B03452-19A,,7-051,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.5235,183,93.1475,LIN,ChemistN
1584385,03/09/2017,5,UED-LBK-6511-0078,04/04/2017,,,10476447,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1990119908000003,040,93.99674707700001,Stat,ChemistE
1590549,03/21/2017,5,UED-LBK-5643-0179,06/20/2017,,,B02705-18A,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1202292993,040,94.01376509,Stat,ChemistL
1600971,,,,,,,,,,,,,,,,nan,,NONE,
1601469,04/06/2017,5,6-069,06/08/2017,,,B02730-18A,,8-004,13-028-0104,1.0,09/29/2020,001,16.0,2.989,184,93.0175,LIN,ChemistN
1603065,04/11/2017,5,6-069,06/08/2017,,,B02730-18A,,8-004,13-028-0104,1,09/29/2020,001,16.0,3.028,184,93.3375,LIN,ChemistN
1605621,04/12/2017,5,UED-LBK-5643-0179,06/20/2017,,,B02705-18A,,UED-LBK-5642-0178,13-028-0104,1.0,09/29/2020,001,16.0,,043,,Stat,ChemistL
1605884,04/13/2017,5,UED-LBK-5643-0179,06/20/2017,,,B02705-18A,,UED-LBK-5642-0178,13-028-0104,1.0,09/29/2020,001,16.0,3.0001885904,043,93.476736864,Stat,ChemistL
1609235,04/19/2017,5,UED-LBK-5642-0157,04/26/2017,,,B02705-18A,,UED-LBK-5642-0185,13-028-0104,1.0,09/29/2020,001,16.0,,040,,Stat,ChemistL
1610142,04/21/2017,5,UED-LBK-5642-0157,04/26/2017,,,B02705-18A,,UED-LBK-5642-0185,13-028-0104,1.0,09/29/2020,001,16.0,3.0098602269,040,93.423613706,Stat,ChemistL
1614594,04/28/2017,5,UED-LBK-6512-0145,07/26/2017,,,02B00259B,,UED-LBK-5642-0178,13-028-0104,1.0,09/29/2020,001,16.0,2.943871577,043,93.47188671100001,Stat,ChemistB
1618200,05/08/2017,5,6-069,06/08/2017,,,B03222/01P,,8-018,13-028-0104,1.0,09/29/2020,001,16.0,2.8904140161000003,184,93.252655841,LIN,ChemistS
1619051,05/09/2017,5,6-069,06/08/2017,,,B03222/01P,,8-018,13028-0104,1.0,09/29/2020,001,16.0,2.8797175963,184,93.094859905,LIN,ChemistS
1622288,05/11/2017,5,UED-LBK-6512-0145,07/26/2017,,,B01322-16A,,UED-LBK-5642-0199,13-028-0104,1.0,09/29/2020,001,16.0,2.8703920913,043,93.62763514299999,Stat,ChemistB
1629153,05/24/2017,4.9,UED-LBK-6512-0145,07/26/2017,,,02B00259B,,UED-LBK-6512-0160,13-028-0104,1.0,09/29/2020,001,16.0,2.9393431365,034,93.38069197200001,Stat,ChemistE
1630383,05/31/2017,5,6-069,06/08/2017,,,"B03222, 01P",,9-067,13-028-0104,1.0,09/29/2020,001,17,2.8653224823000003,184,93.476927074,LIN,ChemistS
1637618,06/08/2017,,UED-LBK-9418-0033,09/08/2017,,,02B00259B,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.9227128057,034,93.47856399,Stat,ChemistE
1638291,06/12/2017,,UED-LBK-9418-0033,09/08/2017,,,02B00259B,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.9486013287,034,93.40396164299999,Stat,ChemistE
1645966,06/27/2017,5.4,UED-LBK-9418-0033,09/08/2017,,,B01985-16A,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.8928728933,034,93.33841737,Stat,ChemistE
1647802,06/28/2017,5.2,UED-LBK-7937-0168,09/28/2017,,,B01985-16A,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.8714704485,034,93.259948239,Stat,ChemistE
1648316,06/30/2017,5,6-048,09/29/2017,,,B05280-01B,,6-015,13-028-0104,1.0,09/29/2020,001,17.0,2.8954825114999996,184,92.689176878,LIN,ChemistN
1656094,07/11/2017,5,6-048,09/29/2017,,,B05280-01B,,3-098,13-028-0104,1.0,09/29/2020,001,17.0,2.9001284307999997,184,93.12598559799999,LIN,ChemistN
1665143,08/01/2017,5,UED-LBK-7937-0168,09/28/2017,,,B01322-16A,,UED-LBK-9417-0034,13-028-0104,1.0,09/29/2020,001,17.0,2.9017039648000003,041,93.503067614,Stat,ChemistB
1667350,08/02/2017,5,5-033,10/31/2017,,,B05280-01B,,6-086,13-028-0104,1.0,09/29/2020,001,17.0,2.8765656319999997,381,93.15491153100001,LIN,ChemistN
1667682,08/03/2017,5,UED-LBK-9418-0100,11/02/2017,,,B01322-16A,,UED-LBK-9417-0034,13-028-0104,1.0,09/29/2020,001,17.0,2.8759466192,043,93.577821425,Stat,ChemistB
1667686,08/03/2017,,UED-LBK-9418-0100,11/02/2017,,,B01322-16A,,UED-LBK-9417-0034,13-028-0104,1.0,09/29/2020,001,17.0,2.8977406911,043,93.538491726,Stat,ChemistB
1684494,09/12/2017,5.4,UED-LBK-9981-0064,12/05/2017,,,702R00145B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,,029,,Stat,ChemistL
1687054,09/14/2017,5.2,UED-LBK-9981-0064,12/05/2017,,,702R00145B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9344332629000003,026,93.49344311,Stat,ChemistL
1687246,09/15/2017,4.9,UED-LBK-9981-0064,12/05/2017,,,702R00145B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9547780967,026,93.450973262,Stat,ChemistL
1687459,09/20/2017,5,37-081,12/15/2017,,,B05280/01B,,37-093,13-028-0104,1.0,09/29/2020,001,17.0,2.9210710033,408,92.99798651799999,LIN,ChemistR
1689596,09/21/2017,5.2,UED-LBK-9981-0086,12/19/2017,,,B02705-18A,,UED-LBK-9417-0074,13-028-0104,1.0,09/29/2020,001,17.0,2.9185876410000002,028,93.62564652799999,Stat,ChemistE
1690484,09/26/2017,5,6-048,09/29/2017,,,B05280/01B,,37-093,13-028-0104,1.0,09/29/2020,001,17.0,2.9116350844,408,93.125168309,LIN,ChemistR
1693562,10/02/2017,5,UED-LBK-10131-0071,01/02/2018,,,02B00259B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.8572507088,040,93.598246406,Stat,ChemistE
1693835,10/03/2017,5,UED-LBK-10131-0071,01/02/2018,,,02B00259B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9105928803,040,93.513192503,Stat,ChemistE
1695040,10/04/2017,5,5-033,10/31/2017,,,B05280-01B,,37-095,13-028-0104,1.0,09/29/2020,001,17.0,2.9044181517000003,408,92.882153648,LIN,ChemistN
1696902,10/09/2017,5,5-033,10/31/2017,,,B05280,,37-095,13-028-0104,1.0,09/29/2020,001,17.0,2.9289752202,408,92.82331088,LIN,ChemistN
1701059,10/19/2017,5,UED-LBK-9417-0126,11/02/2017,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9075106398000004,040,93.561863746,Stat,ChemistE
1702116,10/24/2017,5,5-033,10/31/2017,,,B05280/01B,,37-095,13-028-0104,1,09/29/2020,001,17.0,2.8180468249,408,93.342235944,LIN,ChemistN
1702251,10/24/2017,5,UED-LBK-9417-0126,11/02/2017,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9080554995,040,93.52314225100001,Stat,ChemistE
1703565,10/25/2017,5,UED-LBK-9417-0126,11/02/2017,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9445709873,040,93.43445622,Stat,ChemistE
1707333,11/07/2017,5,37-053,01/12/2017,,,B03222-01P,,37-025,13-028-0104,1.0,09/29/2020,001,17.0,2.8800258538,184,93.43205939100001,LIN,ChemistN
1708867,11/08/2017,5,UED-LBK-10131-0095,02/08/2018,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.8791624268000002,040,93.529519805,Stat,ChemistE
1709087,11/09/2017,5,UED-LBK-10131-0095,02/08/2018,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.8277420832,040,93.57582542,Stat,ChemistE
1717247,11/30/2017,5,UED-LBK-10131-0095,02/08/2018,,,B01985-16A,,UED-LBK-9980-0086,13-028-0104,1.0,09/29/2020,001,17.0,2.9879347643000003,040,93.301275095,Stat,ChemistB
1717598,12/05/2017,5,36-053,02/06/2018,,,B03222-01p,,37-038,13-028-0104,1.0,09/29/2020,001,17.0,,184,,LIN,ChemistN
1718026,12/05/2017,5,UED-LBK-10131-0111,03/05/2018,,,B01985-16A,,UED-LBK-9981-0137,13-028-0104,1.0,09/29/2020,001,17.0,2.8855720193,040,93.477718974,Stat,ChemistE
1719553,12/07/2017,5,UED-LBK-10131-0111,03/05/2018,,,B01985-16A,,UED-LBK-9981-0137,13-028-0104,1.0,09/29/2020,001,17.0,2.959186985,040,93.365100383,Stat,ChemistE
1720454,12/12/2017,5,36-053,02/06/2018,,,702R00190B-702R,,37-038,13-028-0104,1.0,09/29/2020,001,17.0,2.8725126617,184,93.40390789700001,LIN,ChemistN
1722340,12/15/2017,5,UED-LBK-9981-0086,12/19/2017,,,02B00259B,,UED-LBK-9980-0086,13-028-0104,1.0,09/29/2020,001,17.0,2.9460645927,041,93.506940536,Stat,ChemistB
1732464,01/05/2018,5,36-053,02/06/2018,,,702R00190B,,37-038,13-028-0104,1,09/29/2020,001,17.0,2.90348145,184,93.461663703,LIN,ChemistN
1735151,01/10/2018,4.9,UED-LBK-10131-0123,04/03/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.9016815851,028,93.50493457399999,Stat,ChemistL
1735153,01/10/2018,4.7,UED-LBK-10131-0111,03/04/2018,,,B01986-16A,,UED-LBK-9981-0171,13-028-0104,1.0,09/29/2020,001,17.0,2.9696334018,029,93.36037725,Stat,ChemistT
1735302,01/11/2018,4.9,UED-LBK-10131-0123,04/03/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.8881006922,028,93.49563046,Stat,ChemistL
1736058,01/25/2018,4.9,UED-LBK-10131-0123,04/03/2018,,,02B00259B,,UED-LBK-9981-0171,13-028-0104,1.0,09/29/2020,001,17.0,2.81891133,029,93.49913003200001,Stat,ChemistU
1743928,02/01/2018,4.9,UED-LBK-10131-0111,03/04/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.9235862907,028,93.49142953,Stat,ChemistL
1744163,02/02/2018,4.9,UED-LBK-11495-0048,05/02/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.8108641308999998,028,93.533918426,Stat,ChemistB
1744909,02/06/2018,4.9,UED-LBK-11495-0048,05/02/2018,,,B01322-16A,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.8896396107999998,028,93.545154923,Stat,ChemistE
1750428,02/19/2018,5,85-003,05/16/2018,,,702R00190B,,35-081,13-028-0104,1.0,09/29/2020,001,17.0,2.9177719350999998,406,93.158660521,LIN,ChemistS
1751971,02/21/2018,4.9,UED-LBK-9981-0199,05/16/2018,,,B01322-16A,,UED-LBK-11495-0029,13-028-0104,1.0,09/29/2020,001,17.0,2.9523053991,028,93.427655392,Stat,ChemistE
1754560,02/28/2018,4.9,UED-LBK-9981-0199,05/16/2018,,,b01322-16a,,UED-LBK-11495-0029,13-028-0104,1.0,09/29/2020,001,17.0,2.9291573635000003,029,93.440239028,Stat,ChemistU
1754743,03/02/2018,5,85-003,05/16/2018,,,702R00190B,,35-081,13-028-0104,1.0,09/29/2020,001,17,2.9122571402,406,93.368169286,LIN,ChemistS
1759498,03/15/2018,5,86-037,06/09/2018,,,702R00190B,,34-066,13-028-0104,1.0,09/29/2020,001,17.0,2.9390889094,406,93.05014942700001,LIN,ChemistS
1759653,03/15/2018,5,UED-LBK-9981-0199,05/16/2018,,,B01322-16A,,UED-LBK-11495-0046,13-028-0104,1.0,09/29/2020,001,17.0,2.9353263978,040,93.44994902,Stat,ChemistU
1761382,03/21/2018,5,UED-LBK-11495-0096,06/21/2018,,,B01322-16A,,UED-LBK-11495-0046,13-028-0104,1.0,09/29/2020,001,17.0,2.9069424608,041,93.46499126299999,Stat,ChemistU
1764125,03/30/2018,5,UED-LBK-11495-0096,06/21/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.8406613072000004,041,93.664922284,Stat,ChemistB
1766174,04/04/2018,5,85-047,07/03/2018,,,702R00193B,,85-032,13-028-0104,1.0,09/29/2020,001,17.0,2.8957320845999996,018,93.48525263,LIN,ChemistN
1767578,04/09/2018,5,85-047,07/03/2018,,,702R00193B,,85-032,13-028-0104,1.0,09/29/2020,001,17.0,2.9316067403,018,93.434482216,LIN,ChemistR
1769057,04/12/2018,5,UED-LBK-12198-0054,05/16/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.8853875354,040,93.615793639,Stat,ChemistU
1769104,04/12/2018,5,UED-LBK-12198-0054,05/16/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.930602533,040,93.51532759700001,Stat,ChemistE
1770308,04/17/2018,5,UED-LBK-11496-0078,07/16/2018,,,B01986-16A,,UED-LBK-11496-0056,13-028-0104,1.0,09/29/2020,001,17.0,2.8812078675,034,93.47190629100001,Stat,ChemistT
1771957,04/24/2018,5,85-047,07/03/2018,,,702R00193B,,86-021,13-028-0104,1.0,09/29/2020,001,17.0,2.9211032191000004,184,93.429048013,LIN,ChemistN
1774877,04/30/2018,4.9,UED-LBK-11496-0078,07/16/2018,,,02B00259B,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.9259063261000002,028,93.486851137,Stat,ChemistE
1775267,05/01/2018,5,UED-LBK-11496-0078,07/16/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.9587974662,036,93.40222119,Stat,ChemistT
1776408,05/02/2018,5,85-047,07/03/2018,,,702R00193B,,85-084,13-028-0104,1.0,09/29/2020,001,17.0,2.9067529013,184,93.43348328100001,LIN,ChemistN
1776770,05/03/2018,5,UED-LBK-12198-0068,08/02/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.8493253218,036,93.513217145,Stat,ChemistT
1779207,05/10/2018,5,UED-LBK-12198-0068,08/02/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.9350046938,028,93.390000434,Stat,ChemistT
1781594,05/16/2018,4.9,UED-LBK-12198-0068,08/02/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.8967337450999997,028,93.389343357,Stat,ChemistU
1784742,05/23/2018,5,UED-LBK-12198-0088,08/18/2018,,,B02705-18A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,3.0262318024,028,93.51395427799999,Stat,ChemistT
1787621,01.JUN.18,5,85-047,07/03/2018,,,702R00193B,,40-048,13-028-0104,1.0,09/29/2020,001,17.0,2.9136490623,010,93.345368221,LIN,ChemistS
1788831,06/05/2018,,UED-LBK-12198-0088,08/18/2018,,,B02705-18A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.9983738598,028,93.55569791200001,Stat,ChemistE
1790804,06/11/2018,4.9,UED-LBK-12198-0088,08/18/2018,,,B02705-18A,,UED-LBK-11496-0099,13-028-0104,1.0,09/29/2020,001,17.0,3.0016939214,028,93.53839227700001,Stat,ChemistE
1792757,06/18/2018,5.2,UED-LBK-11495-0175,07/16/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.931955499,029,93.393526261,Stat,ChemistT
1795529,06/26/2018,5,UED-LBK-12974-0019,09/25/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.8119254418,040,93.446971515,Stat,ChemistU
1797576,07/02/2018,5.2,UED-LBK-11495-0187,10/02/2018,,,B02705-18A,,UED-LBK-11495-0168,13-028-0104,1.0,09/29/2020,001,17.0,2.8809335514,029,93.641440337,Stat,ChemistT
1799143,07/05/2018,5.2,UED-LBK-11495-0187,10/02/2018,,,B02705-18A,,UED-LBK-11495-0168,13-028-0104,1.0,09/29/2020,001,17.0,2.9612967964999997,029,93.538899358,Stat,ChemistT
1799606,07/11/2018,5,32-013,10/06/2018,,,B02797-18A,,32-004,13-028-0104,1.0,09/29/2020,001,17.0,3.0082468191000005,183,93.24185404,LIN,ChemistN
1801753,07/16/2018,5.2,UED-LBK-11495-0187,10/02/2018,,,B02705-18A,,UED-LBK-11496-0099,13-028-0104,1.0,09/29/2020,001,17.0,3.0413534445,028,93.38560027700001,Stat,ChemistT
